"","year","fips","noncit_pop","moe"
"10843",2016,"38033",0,9
"10844",2017,"38033",0,9
"10845",2018,"38033",0,9
"10846",2009,"48175",45,51
"10847",2010,"48175",74,58
"10848",2011,"48175",92,68
"10849",2012,"48175",106,82
"10850",2013,"48175",113,75
"10851",2014,"48175",75,35
"10852",2015,"48175",100,53
"10853",2016,"48175",106,55
"10854",2017,"48175",113,60
"10855",2018,"48175",130,65
"10856",2009,"48177",2065,377
"10857",2010,"48177",2179,336
"10858",2011,"48177",2110,285
"10859",2012,"48177",2169,332
"10860",2013,"48177",2157,384
"10861",2014,"48177",2232,327
"10862",2015,"48177",2350,368
"10863",2016,"48177",2360,461
"10864",2017,"48177",2321,407
"10865",2018,"48177",2103,333
"10866",2009,"51075",299,153
"10867",2010,"51075",360,205
"10868",2011,"51075",229,101
"10869",2012,"51075",235,87
"10870",2013,"51075",189,95
"10871",2014,"51075",225,110
"10872",2015,"51075",202,88
"10873",2016,"51075",187,85
"10874",2017,"51075",235,93
"10875",2018,"51075",244,102
"10876",2009,"27049",593,141
"10877",2010,"27049",668,157
"10878",2011,"27049",732,188
"10879",2012,"27049",745,188
"10880",2013,"27049",715,158
"10881",2014,"27049",695,173
"10882",2015,"27049",840,183
"10883",2016,"27049",890,150
"10884",2017,"27049",757,180
"10885",2018,"27049",733,149
"10886",2009,"16047",1323,198
"10887",2010,"16047",1648,207
"10888",2011,"16047",1790,216
"10889",2012,"16047",1989,229
"10890",2013,"16047",1802,235
"10891",2014,"16047",1775,183
"10892",2015,"16047",1827,277
"10893",2016,"16047",1676,205
"10894",2017,"16047",1510,227
"10895",2018,"16047",1496,221
"10896",2009,"13129",3621,348
"10897",2010,"13129",3733,360
"10898",2011,"13129",3890,358
"10899",2012,"13129",4454,528
"10900",2013,"13129",4171,534
"10901",2014,"13129",4026,366
"10902",2015,"13129",3989,392
"10903",2016,"13129",4183,369
"10904",2017,"13129",3639,457
"10905",2018,"13129",3835,534
"10906",2009,"56015",83,48
"10907",2010,"56015",81,55
"10908",2011,"56015",69,53
"10909",2012,"56015",135,79
"10910",2013,"56015",199,107
"10911",2014,"56015",192,102
"10912",2015,"56015",245,108
"10913",2016,"56015",226,102
"10914",2017,"56015",229,108
"10915",2018,"56015",128,83
"10916",2009,"31073",5,5
"10917",2010,"31073",5,5
"10918",2011,"31073",5,5
"10919",2012,"31073",6,6
"10920",2013,"31073",3,4
"10921",2014,"31073",0,9
"10922",2015,"31073",0,9
"10923",2016,"31073",0,9
"10924",2017,"31073",0,9
"10925",2018,"31073",0,9
"10926",2009,"20063",15,15
"10927",2010,"20063",12,9
"10928",2011,"20063",17,12
"10929",2012,"20063",11,8
"10930",2013,"20063",8,7
"10931",2014,"20063",4,4
"10932",2015,"20063",28,21
"10933",2016,"20063",37,26
"10934",2017,"20063",39,19
"10935",2018,"20063",43,22
"10936",2009,"13131",1328,197
"10937",2010,"13131",1390,160
"10938",2011,"13131",1364,141
"10939",2012,"13131",1385,126
"10940",2013,"13131",1371,187
"10941",2014,"13131",1458,142
"10942",2015,"13131",1360,180
"10943",2016,"13131",1236,156
"10944",2017,"13131",1275,218
"10945",2018,"13131",1284,106
"10946",2009,"40051",485,177
"10947",2010,"40051",565,164
"10948",2011,"40051",612,162
"10949",2012,"40051",559,139
"10950",2013,"40051",553,158
"10951",2014,"40051",488,151
"10952",2015,"40051",498,146
"10953",2016,"40051",500,129
"10954",2017,"40051",556,138
"10955",2018,"40051",602,135
"10956",2009,"33009",2377,423
"10957",2010,"33009",2929,459
"10958",2011,"33009",2988,464
"10959",2012,"33009",2996,439
"10960",2013,"33009",2843,400
"10961",2014,"33009",2805,321
"10962",2015,"33009",2817,401
"10963",2016,"33009",2611,395
"10964",2017,"33009",2907,422
"10965",2018,"33009",3090,409
"10966",2009,"04009",1027,192
"10967",2010,"04009",1269,265
"10968",2011,"04009",1277,259
"10969",2012,"04009",1311,232
"10970",2013,"04009",1307,212
"10971",2014,"04009",1329,252
"10972",2015,"04009",1242,232
"10973",2016,"04009",1151,201
"10974",2017,"04009",999,241
"10975",2018,"04009",943,216
"10976",2009,"20065",0,109
"10977",2010,"20065",3,7
"10978",2011,"20065",2,9
"10979",2012,"20065",10,13
"10980",2013,"20065",8,10
"10981",2014,"20065",22,22
"10982",2015,"20065",49,33
"10983",2016,"20065",46,31
"10984",2017,"20065",25,24
"10985",2018,"20065",27,22
"10986",2009,"37075",59,59
"10987",2010,"37075",89,60
"10988",2011,"37075",93,52
"10989",2012,"37075",66,46
"10990",2013,"37075",81,50
"10991",2014,"37075",121,45
"10992",2015,"37075",43,51
"10993",2016,"37075",89,73
"10994",2017,"37075",46,42
"10995",2018,"37075",54,60
"10996",2009,"47057",233,93
"10997",2010,"47057",195,91
"10998",2011,"47057",181,53
"10999",2012,"47057",186,51
"11000",2013,"47057",209,108
"11001",2014,"47057",223,80
"11002",2015,"47057",256,86
"11003",2016,"47057",314,71
"11004",2017,"47057",364,71
"11005",2018,"47057",383,77
"11006",2009,"08049",595,220
"11007",2010,"08049",488,232
"11008",2011,"08049",599,220
"11009",2012,"08049",376,180
"11010",2013,"08049",438,235
"11011",2014,"08049",394,189
"11012",2015,"08049",461,171
"11013",2016,"08049",599,191
"11014",2017,"08049",662,219
"11015",2018,"08049",548,193
"11016",2009,"49019",330,173
"11017",2010,"49019",357,155
"11018",2011,"49019",307,154
"11019",2012,"49019",326,163
"11020",2013,"49019",181,98
"11021",2014,"49019",257,150
"11022",2015,"49019",299,153
"11023",2016,"49019",220,117
"11024",2017,"49019",300,179
"11025",2018,"49019",653,167
"11026",2009,"38035",1004,210
"11027",2010,"38035",1425,298
"11028",2011,"38035",1486,243
"11029",2012,"38035",1636,324
"11030",2013,"38035",1880,338
"11031",2014,"38035",1955,402
"11032",2015,"38035",1851,325
"11033",2016,"38035",1827,274
"11034",2017,"38035",2075,317
"11035",2018,"38035",2402,369
"11036",2009,"50013",125,60
"11037",2010,"50013",102,46
"11038",2011,"50013",78,30
"11039",2012,"50013",72,27
"11040",2013,"50013",77,28
"11041",2014,"50013",86,33
"11042",2015,"50013",71,26
"11043",2016,"50013",70,21
"11044",2017,"50013",57,20
"11045",2018,"50013",56,28
"11046",2009,"26055",591,183
"11047",2010,"26055",571,152
"11048",2011,"26055",747,295
"11049",2012,"26055",723,312
"11050",2013,"26055",754,360
"11051",2014,"26055",864,364
"11052",2015,"26055",1065,376
"11053",2016,"26055",1095,293
"11054",2017,"26055",1096,329
"11055",2018,"26055",1268,307
"11056",2009,"30039",0,104
"11057",2010,"30039",9,12
"11058",2011,"30039",15,18
"11059",2012,"30039",27,26
"11060",2013,"30039",36,23
"11061",2014,"30039",43,25
"11062",2015,"30039",36,25
"11063",2016,"30039",37,24
"11064",2017,"30039",36,29
"11065",2018,"30039",25,25
"11066",2009,"05053",184,50
"11067",2010,"05053",168,66
"11068",2011,"05053",221,67
"11069",2012,"05053",312,115
"11070",2013,"05053",276,97
"11071",2014,"05053",236,97
"11072",2015,"05053",196,101
"11073",2016,"05053",98,66
"11074",2017,"05053",138,53
"11075",2018,"05053",122,73
"11076",2009,"18053",568,196
"11077",2010,"18053",608,187
"11078",2011,"18053",547,154
"11079",2012,"18053",504,129
"11080",2013,"18053",480,145
"11081",2014,"18053",414,132
"11082",2015,"18053",373,128
"11083",2016,"18053",379,133
"11084",2017,"18053",341,142
"11085",2018,"18053",281,118
"11086",2009,"20067",1050,261
"11087",2010,"20067",844,288
"11088",2011,"20067",898,275
"11089",2012,"20067",823,257
"11090",2013,"20067",937,263
"11091",2014,"20067",1117,297
"11092",2015,"20067",1295,322
"11093",2016,"20067",1208,294
"11094",2017,"20067",1050,315
"11095",2018,"20067",915,274
"11096",2009,"21081",156,49
"11097",2010,"21081",164,89
"11098",2011,"21081",161,79
"11099",2012,"21081",177,76
"11100",2013,"21081",215,87
"11101",2014,"21081",222,79
"11102",2015,"21081",230,74
"11103",2016,"21081",228,84
"11104",2017,"21081",225,102
"11105",2018,"21081",41,51
"11106",2009,"27051",37,17
"11107",2010,"27051",44,24
"11108",2011,"27051",42,28
"11109",2012,"27051",40,30
"11110",2013,"27051",16,9
"11111",2014,"27051",20,12
"11112",2015,"27051",28,14
"11113",2016,"27051",25,20
"11114",2017,"27051",21,15
"11115",2018,"27051",54,34
"11116",2009,"31075",0,99
"11117",2010,"31075",0,99
"11118",2011,"31075",0,74
"11119",2012,"31075",0,10
"11120",2013,"31075",0,9
"11121",2014,"31075",0,9
"11122",2015,"31075",0,9
"11123",2016,"31075",0,9
"11124",2017,"31075",0,9
"11125",2018,"31075",0,9
"11126",2009,"35017",687,226
"11127",2010,"35017",731,207
"11128",2011,"35017",772,217
"11129",2012,"35017",698,219
"11130",2013,"35017",637,215
"11131",2014,"35017",537,177
"11132",2015,"35017",429,134
"11133",2016,"35017",441,149
"11134",2017,"35017",376,143
"11135",2018,"35017",403,169
"11136",2009,"38037",2,4
"11137",2010,"38037",0,93
"11138",2011,"38037",0,69
"11139",2012,"38037",8,7
"11140",2013,"38037",11,8
"11141",2014,"38037",13,10
"11142",2015,"38037",14,9
"11143",2016,"38037",20,12
"11144",2017,"38037",6,6
"11145",2018,"38037",5,6
"11146",2009,"40053",33,18
"11147",2010,"40053",29,17
"11148",2011,"40053",27,18
"11149",2012,"40053",24,19
"11150",2013,"40053",17,13
"11151",2014,"40053",7,11
"11152",2015,"40053",4,8
"11153",2016,"40053",10,12
"11154",2017,"40053",20,21
"11155",2018,"40053",21,21
"11156",2009,"41023",39,23
"11157",2010,"41023",22,20
"11158",2011,"41023",29,23
"11159",2012,"41023",25,17
"11160",2013,"41023",32,22
"11161",2014,"41023",25,22
"11162",2015,"41023",38,37
"11163",2016,"41023",50,78
"11164",2017,"41023",33,22
"11165",2018,"41023",35,24
"11166",2009,"46051",111,35
"11167",2010,"46051",165,55
"11168",2011,"46051",83,48
"11169",2012,"46051",137,102
"11170",2013,"46051",104,62
"11171",2014,"46051",147,69
"11172",2015,"46051",148,92
"11173",2016,"46051",269,94
"11174",2017,"46051",173,129
"11175",2018,"46051",174,154
"11176",2009,"53025",11222,936
"11177",2010,"53025",11743,954
"11178",2011,"53025",12114,838
"11179",2012,"53025",12983,971
"11180",2013,"53025",12951,878
"11181",2014,"53025",13667,992
"11182",2015,"53025",14321,888
"11183",2016,"53025",14469,926
"11184",2017,"53025",14166,929
"11185",2018,"53025",13869,949
"11186",2009,"54023",8,10
"11187",2010,"54023",9,12
"11188",2011,"54023",23,21
"11189",2012,"54023",16,28
"11190",2013,"54023",9,18
"11191",2014,"54023",7,17
"11192",2015,"54023",7,14
"11193",2016,"54023",0,18
"11194",2017,"54023",0,18
"11195",2018,"54023",0,18
"11196",2009,"55043",261,99
"11197",2010,"55043",239,82
"11198",2011,"55043",279,58
"11199",2012,"55043",353,88
"11200",2013,"55043",335,83
"11201",2014,"55043",386,116
"11202",2015,"55043",452,109
"11203",2016,"55043",454,119
"11204",2017,"55043",423,113
"11205",2018,"55043",501,154
"11206",2009,"22043",136,55
"11207",2010,"22043",289,115
"11208",2011,"22043",495,117
"11209",2012,"22043",452,111
"11210",2013,"22043",469,138
"11211",2014,"22043",568,156
"11212",2015,"22043",621,174
"11213",2016,"22043",619,168
"11214",2017,"22043",639,194
"11215",2018,"22043",660,161
"11216",2009,"37077",2263,239
"11217",2010,"37077",2370,296
"11218",2011,"37077",2342,386
"11219",2012,"37077",2150,322
"11220",2013,"37077",1790,305
"11221",2014,"37077",1772,347
"11222",2015,"37077",1679,372
"11223",2016,"37077",1622,267
"11224",2017,"37077",1468,346
"11225",2018,"37077",1462,332
"11226",2009,"26057",460,148
"11227",2010,"26057",434,143
"11228",2011,"26057",467,127
"11229",2012,"26057",449,126
"11230",2013,"26057",375,96
"11231",2014,"26057",291,90
"11232",2015,"26057",371,77
"11233",2016,"26057",226,64
"11234",2017,"26057",204,63
"11235",2018,"26057",217,74
"11236",2009,"21083",1166,237
"11237",2010,"21083",1002,182
"11238",2011,"21083",1077,221
"11239",2012,"21083",1077,187
"11240",2013,"21083",1127,240
"11241",2014,"21083",876,186
"11242",2015,"21083",841,183
"11243",2016,"21083",794,145
"11244",2017,"21083",809,141
"11245",2018,"21083",823,162
"11246",2009,"20069",934,235
"11247",2010,"20069",708,157
"11248",2011,"20069",571,126
"11249",2012,"20069",447,97
"11250",2013,"20069",394,91
"11251",2014,"20069",428,83
"11252",2015,"20069",383,87
"11253",2016,"20069",424,85
"11254",2017,"20069",465,94
"11255",2018,"20069",506,108
"11256",2009,"48179",1075,243
"11257",2010,"48179",1137,242
"11258",2011,"48179",992,217
"11259",2012,"48179",990,186
"11260",2013,"48179",1157,239
"11261",2014,"48179",1275,226
"11262",2015,"48179",1446,250
"11263",2016,"48179",1510,249
"11264",2017,"48179",1480,287
"11265",2018,"48179",1466,264
"11266",2009,"53027",2482,295
"11267",2010,"53027",2833,368
"11268",2011,"53027",3016,373
"11269",2012,"53027",3248,366
"11270",2013,"53027",3187,373
"11271",2014,"53027",2941,339
"11272",2015,"53027",2615,406
"11273",2016,"53027",2296,357
"11274",2017,"53027",1986,340
"11275",2018,"53027",1881,331
"11276",2009,"21085",39,37
"11277",2010,"21085",29,33
"11278",2011,"21085",81,101
"11279",2012,"21085",199,124
"11280",2013,"21085",80,54
"11281",2014,"21085",56,43
"11282",2015,"21085",147,105
"11283",2016,"21085",119,90
"11284",2017,"21085",133,118
"11285",2018,"21085",154,120
"11286",2009,"48181",4532,583
"11287",2010,"48181",4990,526
"11288",2011,"48181",4998,654
"11289",2012,"48181",4768,544
"11290",2013,"48181",4847,675
"11291",2014,"48181",4965,676
"11292",2015,"48181",5188,566
"11293",2016,"48181",5232,572
"11294",2017,"48181",5956,591
"11295",2018,"48181",5905,620
"11296",2009,"51077",124,71
"11297",2010,"51077",76,51
"11298",2011,"51077",121,55
"11299",2012,"51077",124,39
"11300",2013,"51077",96,69
"11301",2014,"51077",100,64
"11302",2015,"51077",170,65
"11303",2016,"51077",192,54
"11304",2017,"51077",202,60
"11305",2018,"51077",222,73
"11306",2009,"20071",57,47
"11307",2010,"20071",96,73
"11308",2011,"20071",48,45
"11309",2012,"20071",43,35
"11310",2013,"20071",18,16
"11311",2014,"20071",46,49
"11312",2015,"20071",62,48
"11313",2016,"20071",56,36
"11314",2017,"20071",61,35
"11315",2018,"20071",55,41
"11316",2009,"31077",3,5
"11317",2010,"31077",7,7
"11318",2011,"31077",9,9
"11319",2012,"31077",17,14
"11320",2013,"31077",13,10
"11321",2014,"31077",13,8
"11322",2015,"31077",6,7
"11323",2016,"31077",7,9
"11324",2017,"31077",10,7
"11325",2018,"31077",11,13
"11326",2009,"21087",24,26
"11327",2010,"21087",28,31
"11328",2011,"21087",40,33
"11329",2012,"21087",23,24
"11330",2013,"21087",21,21
"11331",2014,"21087",34,41
"11332",2015,"21087",48,49
"11333",2016,"21087",89,72
"11334",2017,"21087",85,71
"11335",2018,"21087",74,56
"11336",2009,"55045",391,99
"11337",2010,"55045",499,159
"11338",2011,"55045",512,145
"11339",2012,"55045",493,156
"11340",2013,"55045",498,159
"11341",2014,"55045",469,187
"11342",2015,"55045",518,199
"11343",2016,"55045",539,221
"11344",2017,"55045",552,208
"11345",2018,"55045",449,96
"11346",2009,"55047",146,81
"11347",2010,"55047",174,114
"11348",2011,"55047",221,119
"11349",2012,"55047",218,85
"11350",2013,"55047",268,75
"11351",2014,"55047",375,113
"11352",2015,"55047",501,178
"11353",2016,"55047",442,156
"11354",2017,"55047",400,164
"11355",2018,"55047",372,126
"11356",2009,"54025",82,64
"11357",2010,"54025",72,62
"11358",2011,"54025",28,23
"11359",2012,"54025",100,76
"11360",2013,"54025",184,105
"11361",2014,"54025",222,96
"11362",2015,"54025",301,124
"11363",2016,"54025",260,143
"11364",2017,"54025",288,151
"11365",2018,"54025",297,161
"11366",2009,"01063",49,84
"11367",2010,"01063",74,117
"11368",2011,"01063",0,89
"11369",2012,"01063",0,17
"11370",2013,"01063",0,16
"11371",2014,"01063",0,16
"11372",2015,"01063",0,16
"11373",2016,"01063",2,3
"11374",2017,"01063",1,3
"11375",2018,"01063",3,5
"11376",2009,"05055",229,105
"11377",2010,"05055",323,161
"11378",2011,"05055",304,147
"11379",2012,"05055",342,131
"11380",2013,"05055",368,147
"11381",2014,"05055",388,127
"11382",2015,"05055",334,145
"11383",2016,"05055",262,122
"11384",2017,"05055",262,109
"11385",2018,"05055",268,129
"11386",2009,"13133",247,82
"11387",2010,"13133",373,124
"11388",2011,"13133",528,239
"11389",2012,"13133",528,206
"11390",2013,"13133",497,104
"11391",2014,"13133",551,127
"11392",2015,"13133",644,105
"11393",2016,"13133",656,107
"11394",2017,"13133",591,127
"11395",2018,"13133",530,129
"11396",2009,"17061",47,38
"11397",2010,"17061",56,44
"11398",2011,"17061",56,42
"11399",2012,"17061",35,30
"11400",2013,"17061",19,17
"11401",2014,"17061",24,29
"11402",2015,"17061",28,24
"11403",2016,"17061",27,21
"11404",2017,"17061",16,15
"11405",2018,"17061",41,31
"11406",2009,"18055",112,71
"11407",2010,"18055",113,68
"11408",2011,"18055",81,56
"11409",2012,"18055",83,59
"11410",2013,"18055",92,56
"11411",2014,"18055",89,48
"11412",2015,"18055",60,39
"11413",2016,"18055",60,38
"11414",2017,"18055",67,52
"11415",2018,"18055",161,100
"11416",2009,"19073",96,40
"11417",2010,"19073",78,22
"11418",2011,"19073",85,21
"11419",2012,"19073",102,26
"11420",2013,"19073",34,25
"11421",2014,"19073",66,27
"11422",2015,"19073",51,30
"11423",2016,"19073",73,32
"11424",2017,"19073",140,59
"11425",2018,"19073",103,32
"11426",2009,"28041",25,18
"11427",2010,"28041",45,44
"11428",2011,"28041",59,49
"11429",2012,"28041",19,24
"11430",2013,"28041",34,27
"11431",2014,"28041",30,32
"11432",2015,"28041",52,30
"11433",2016,"28041",50,34
"11434",2017,"28041",115,103
"11435",2018,"28041",172,121
"11436",2009,"29077",3488,590
"11437",2010,"29077",4081,541
"11438",2011,"29077",4637,651
"11439",2012,"29077",4659,617
"11440",2013,"29077",4695,701
"11441",2014,"29077",5170,702
"11442",2015,"29077",5411,741
"11443",2016,"29077",4870,568
"11444",2017,"29077",5033,668
"11445",2018,"29077",4602,516
"11446",2009,"36039",1140,371
"11447",2010,"36039",898,202
"11448",2011,"36039",794,203
"11449",2012,"36039",822,184
"11450",2013,"36039",987,255
"11451",2014,"36039",1066,270
"11452",2015,"36039",1081,271
"11453",2016,"36039",1107,308
"11454",2017,"36039",1142,297
"11455",2018,"36039",773,164
"11456",2009,"37079",1389,188
"11457",2010,"37079",1480,219
"11458",2011,"37079",1600,169
"11459",2012,"37079",1370,290
"11460",2013,"37079",1519,270
"11461",2014,"37079",1534,178
"11462",2015,"37079",1407,193
"11463",2016,"37079",1374,162
"11464",2017,"37079",1364,130
"11465",2018,"37079",1294,147
"11466",2009,"39057",2746,477
"11467",2010,"39057",3076,549
"11468",2011,"39057",3356,481
"11469",2012,"39057",3384,500
"11470",2013,"39057",3822,545
"11471",2014,"39057",3962,569
"11472",2015,"39057",4192,625
"11473",2016,"39057",4040,503
"11474",2017,"39057",4347,462
"11475",2018,"39057",4034,481
"11476",2009,"42059",213,100
"11477",2010,"42059",131,47
"11478",2011,"42059",66,57
"11479",2012,"42059",121,55
"11480",2013,"42059",96,65
"11481",2014,"42059",52,33
"11482",2015,"42059",84,49
"11483",2016,"42059",133,76
"11484",2017,"42059",110,66
"11485",2018,"42059",113,60
"11486",2009,"47059",972,194
"11487",2010,"47059",1071,256
"11488",2011,"47059",1088,282
"11489",2012,"47059",993,229
"11490",2013,"47059",972,252
"11491",2014,"47059",776,182
"11492",2015,"47059",711,160
"11493",2016,"47059",650,199
"11494",2017,"47059",721,208
"11495",2018,"47059",540,169
"11496",2009,"51079",364,133
"11497",2010,"51079",516,108
"11498",2011,"51079",502,97
"11499",2012,"51079",483,177
"11500",2013,"51079",491,168
"11501",2014,"51079",622,134
"11502",2015,"51079",588,135
"11503",2016,"51079",654,218
"11504",2017,"51079",639,139
"11505",2018,"51079",551,205
"11506",2009,"04011",223,119
"11507",2010,"04011",229,124
"11508",2011,"04011",220,101
"11509",2012,"04011",221,85
"11510",2013,"04011",249,105
"11511",2014,"04011",317,127
"11512",2015,"04011",263,115
"11513",2016,"04011",261,92
